DIAG,v1,0xaAA9bF0B573EB7Fe8506B323e20Ce070b881bBe4,2412,
FILL,v1,1780719546187000000,#1610,Buy,buy,0.982480,305.0000,0.000000,0.000000,0xe9b1a7c946a6459285d590d7f7992ac6
FILL,v1,1780725608521000000,#1610,Settlement,sell,1.000000,305.0000,0.000000,5.343600,
FILL,v1,1780891502371000000,#2200,Buy,buy,0.989830,21.0000,0.000000,0.000000,0x20237b07f859472fb93f81f4dab93be0
FILL,v1,1780891502371000000,#2200,Buy,buy,0.989840,282.0000,0.000000,0.000000,0x20237b07f859472fb93f81f4dab93be0
FILL,v1,1780896220726000000,#2230,Buy,buy,0.979990,306.0000,0.000000,0.000000,0x6fdea77473384e49928dbf0e98ce51b3
FILL,v1,1780898401735000000,#2200,Settlement,sell,1.000000,303.0000,0.000000,3.078690,
FILL,v1,1780898402866000000,#2230,Settlement,sell,1.000000,306.0000,0.000000,6.123060,
FILL,v1,1780964105842000000,#2280,Buy,buy,0.920000,26.0000,0.000000,0.000000,0xbaeb34f8dc0142a3a1a7db67913220c0
FILL,v1,1780964107822000000,#2280,Buy,buy,0.928490,276.0000,0.000000,0.000000,0xdc5aa2ed5d4c4a9592372bb77210c200
FILL,v1,1780981041541000000,#2250,Buy,buy,0.964460,282.0000,0.000000,0.000000,0xd7240cf71ba346c28f643757f6cf7bf7
FILL,v1,1780981041541000000,#2250,Buy,buy,0.964450,28.0000,0.000000,0.000000,0xd7240cf71ba346c28f643757f6cf7bf7
FILL,v1,1780984805229000000,#2250,Settlement,sell,1.000000,310.0000,0.000000,11.017680,
FILL,v1,1780984806309000000,#2280,Settlement,sell,1.000000,302.0000,0.000000,21.816760,
KLASS,v1,#2220,priceBucket
KLASS,v1,#2221,priceBucket
KLASS,v1,#2230,priceBucket
KLASS,v1,#2231,priceBucket
KLASS,v1,#2240,priceBucket
KLASS,v1,#2241,priceBucket
KLASS,v1,#2200,priceBinary
KLASS,v1,#2201,priceBinary
KLASS,v1,#2270,priceBucket
KLASS,v1,#2271,priceBucket
KLASS,v1,#2280,priceBucket
KLASS,v1,#2281,priceBucket
KLASS,v1,#2290,priceBucket
KLASS,v1,#2291,priceBucket
KLASS,v1,#2250,priceBinary
KLASS,v1,#2251,priceBinary
KLASS,v1,#1590,priceBinary
KLASS,v1,#1591,priceBinary
KLASS,v1,#1640,priceBinary
KLASS,v1,#1641,priceBinary
KLASS,v1,#1610,priceBucket
KLASS,v1,#1611,priceBucket
KLASS,v1,#1620,priceBucket
KLASS,v1,#1621,priceBucket
KLASS,v1,#1630,priceBucket
KLASS,v1,#1631,priceBucket
KLASS,v1,#1660,priceBucket
KLASS,v1,#1661,priceBucket
KLASS,v1,#1670,priceBucket
KLASS,v1,#1671,priceBucket
KLASS,v1,#1680,priceBucket
KLASS,v1,#1681,priceBucket
DIAG,v31,0xcfA66a727a42a4F287AaB24235f9DaA6D3367fbc,664,
FILL,v31,1780690291984000000,#1591,Buy,buy,0.850900,150.0000,0.000000,0.000000,0xac0893f5509749db82d37b9589592abb
FILL,v31,1780690293054000000,#1591,Buy,buy,0.856290,59.0000,0.000000,0.000000,0x29d7a6e7c93d452e86e7c24520dee8ee
FILL,v31,1780690294094000000,#1591,Buy,buy,0.850500,74.0000,0.000000,0.000000,0xbb035a155f1b44ee8ca09ed6aab4d94f
FILL,v31,1780690294094000000,#1591,Buy,buy,0.857990,40.0000,0.000000,0.000000,0xbb035a155f1b44ee8ca09ed6aab4d94f
FILL,v31,1780690295105000000,#1591,Buy,buy,0.858990,40.0000,0.000000,0.000000,0x27764ee2a8b04a6c9ec86d4b8eb1a47f
FILL,v31,1780690296164000000,#1591,Sell,sell,0.850000,363.0000,0.000000,-1.222310,0x3e21c968e5424a1683113ba397ba57a4
FILL,v31,1780690381320000000,#1591,Buy,buy,0.853000,406.0000,0.000000,0.000000,0xde58a82ba40e47fe9265d0bdf8dc96e2
FILL,v31,1780690383497000000,#1591,Buy,buy,0.855000,178.0000,0.000000,0.000000,0x6648ea6b7cd0492a9597ab8892ca6598
FILL,v31,1780690385495000000,#1591,Sell,sell,0.843510,140.0000,0.000000,-1.413942,0xf8e6656adb954892ab6e6df8ea1c1b07
FILL,v31,1780690385495000000,#1591,Sell,sell,0.843500,13.0000,0.000000,-0.131425,0xf8e6656adb954892ab6e6df8ea1c1b07
FILL,v31,1780690388987000000,#1591,Sell,sell,0.850000,200.0000,0.000000,-0.721918,0x4e908f5a7bf1491d811caeac97d5bcda
FILL,v31,1780690390002000000,#1591,Sell,sell,0.845500,13.0000,0.000000,-0.105425,0x7007b6a3359c48509cb96dbdb22dee84
FILL,v31,1780690390002000000,#1591,Sell,sell,0.844650,141.0000,0.000000,-1.263302,0x7007b6a3359c48509cb96dbdb22dee84
FILL,v31,1780690423500000000,#1591,Sell,sell,0.850000,77.0000,0.000000,-0.277938,0xef6531443345406cb53fe99f08286708
FILL,v31,1780703850758000000,#1591,Buy,buy,0.928610,538.0000,0.000000,0.000000,0x4f60e60451aa47de999a4448bcfebf7a
FILL,v31,1780704039921000000,#1591,Sell,sell,0.888580,538.0000,0.000000,-21.536140,0x08695102244f4617899802c5c39fb0b7
FILL,v31,1780705341625000000,#1591,Buy,buy,0.880000,42.0000,0.000000,0.000000,0x883acc86a44a47ada00be7ac7ff426f8
FILL,v31,1780705348654000000,#1591,Buy,buy,0.886430,139.0000,0.000000,0.000000,0x941fed967c0540b3abb7bf9f5ff36a6f
FILL,v31,1780705376263000000,#1591,Buy,buy,0.893190,159.0000,0.000000,0.000000,0x36391f4306a94e2aa3adbc9a5043560b
FILL,v31,1780705386567000000,#1591,Buy,buy,0.894850,161.0000,0.000000,0.000000,0xaf851a4bd3b94e7ba5ba0687faa3d151
FILL,v31,1780705386567000000,#1591,Buy,buy,0.894880,57.0000,0.000000,0.000000,0xaf851a4bd3b94e7ba5ba0687faa3d151
FILL,v31,1780706004526000000,#1591,Sell,sell,0.855570,148.0000,0.000000,-5.268039,0x0275a47130bd4ffbb6ad5d3fc88a22d6
FILL,v31,1780706005546000000,#1591,Sell,sell,0.855050,148.0000,0.000000,-5.344999,0x95894d7673f04efd8e2affbf676dc7ad
FILL,v31,1780706006793000000,#1591,Sell,sell,0.853450,143.0000,0.000000,-5.393224,0x537c20a8971341889e795fffddb0ff1a
FILL,v31,1780706007965000000,#1591,Sell,sell,0.855000,98.0000,0.000000,-3.544156,0x70898ca11df54c3bb596ea080fa99d88
FILL,v31,1780706007965000000,#1591,Sell,sell,0.853120,21.0000,0.000000,-0.798942,0x70898ca11df54c3bb596ea080fa99d88
FILL,v31,1780708136800000000,#1591,Buy,buy,0.882200,152.0000,0.000000,0.000000,0x736b27849eca47ba81cfef7079566702
FILL,v31,1780708138469000000,#1591,Buy,buy,0.882940,152.0000,0.000000,0.000000,0x4f9ad314fab64ce29bee45392c16fd53
FILL,v31,1780708139376000000,#1591,Buy,buy,0.884630,153.0000,0.000000,0.000000,0x81c99fb88f974cd5824fbef8dd3c7265
FILL,v31,1780708139376000000,#1591,Buy,buy,0.884750,104.0000,0.000000,0.000000,0x81c99fb88f974cd5824fbef8dd3c7265
FILL,v31,1780708388967000000,#1591,Sell,sell,0.909460,243.0000,0.000000,6.299543,0x72c3b9f1ceec4640aa352c6514c8f33b
FILL,v31,1780708388967000000,#1591,Sell,sell,0.909450,266.0000,0.000000,6.893136,0x72c3b9f1ceec4640aa352c6514c8f33b
FILL,v31,1780708389985000000,#1591,Sell,sell,0.909470,52.0000,0.000000,1.348570,0x4f73d4a0ec7d4f989a091cf3883fc958
FILL,v31,1780711520739000000,#1591,Buy,buy,0.950000,526.0000,0.000000,0.000000,0x5ca1658b111b4fa4adcdcde812f0100c
FILL,v31,1780711676847000000,#1591,Sell,sell,0.943880,378.0000,0.000000,-2.313360,0x13281caa8902476db0210ab53cfbbb61
FILL,v31,1780711676847000000,#1591,Sell,sell,0.943010,97.0000,0.000000,-0.678030,0x13281caa8902476db0210ab53cfbbb61
FILL,v31,1780711677673000000,#1591,Sell,sell,0.943000,51.0000,0.000000,-0.357000,0x58ababa14eba4c14ab9cf4bcd3eca46f
FILL,v31,1780714062922000000,#1591,Buy,buy,0.967490,516.0000,0.000000,0.000000,0x5bfb881735064a2a887e1976599dbc75
FILL,v31,1780715254526000000,#1591,Sell,sell,0.983000,516.0000,0.000000,8.003160,0x1776d8b8999e4ffdb999c756bd3db478
FILL,v31,1780719506827000000,#1610,Buy,buy,0.969490,515.0000,0.000000,0.000000,0xb037d2f0754f408bb3e0edb40640778e
FILL,v31,1780719721350000000,#1610,Sell,sell,0.891120,152.0000,0.000000,-11.912240,0x354be3e77cba468ca9796ecadbb2c1a0
FILL,v31,1780719723691000000,#1610,Sell,sell,0.891110,152.0000,0.000000,-11.913760,0xaac26ca6d4f04d749416a662b5cb21be
FILL,v31,1780719723691000000,#1610,Sell,sell,0.891120,51.0000,0.000000,-3.996870,0xaac26ca6d4f04d749416a662b5cb21be
FILL,v31,1780720086338000000,#1610,Sell,sell,0.871010,160.0000,0.000000,-15.756800,0xccf01a7f787c4cb28244cfe1eeff3ba3
FILL,v31,1780725484925000000,#1610,Buy,buy,0.955790,2.0000,0.000000,0.000000,0x84e3770c386a4841aff8757f6dbead12
FILL,v31,1780725486008000000,#1610,Buy,buy,0.974200,18.0000,0.000000,0.000000,0xa12dae57ab1241f6b4916dd4f27a91ff
FILL,v31,1780725487116000000,#1610,Buy,buy,0.977890,18.0000,0.000000,0.000000,0xab8cf8e3cb2b4912a1851d3a72b1f38d
FILL,v31,1780725488117000000,#1610,Buy,buy,0.981570,19.0000,0.000000,0.000000,0x412a4372fb30405e9abfa3835b8478f4
FILL,v31,1780725491491000000,#1610,Buy,buy,0.985260,19.0000,0.000000,0.000000,0x62e4b48471b84073b3c59a0359ad972d
FILL,v31,1780725492904000000,#1610,Buy,buy,0.987490,430.0000,0.000000,0.000000,0x51eb7cba40ad4f51859c8834eef4277e
FILL,v31,1780725608521000000,#1610,Settlement,sell,1.000000,506.0000,0.000000,6.960330,
FILL,v31,1780783208063000000,#1670,Buy,buy,0.875490,140.0000,0.000000,0.000000,0xb71798d7cf854a26bb0d2617bd6466ed
FILL,v31,1780783209230000000,#1670,Buy,buy,0.876900,13.0000,0.000000,0.000000,0x030d6286a5bf4b81a816d763fc339adf
FILL,v31,1780783212597000000,#1670,Buy,buy,0.896990,57.0000,0.000000,0.000000,0x4dac65fb96a440d58688dbb6b2f959a0
FILL,v31,1780783214606000000,#1670,Buy,buy,0.896980,134.0000,0.000000,0.000000,0x15a64829fbd345a4bae2a0b80da33f7d
FILL,v31,1780783216272000000,#1670,Buy,buy,0.908500,99.0000,0.000000,0.000000,0xebdbef3db7c748d48bdfd069a925471e
FILL,v31,1780784785802000000,#1670,Sell,sell,0.875900,23.0000,0.000000,-0.374326,0xb65924882df04a3081e0a067815e77e2
FILL,v31,1780784787147000000,#1670,Sell,sell,0.874900,17.0000,0.000000,-0.293676,0x0ba46da7feb24671a53be42347a28036
FILL,v31,1780784812699000000,#1670,Sell,sell,0.861010,26.0000,0.000000,-0.810291,0x869ffcb7394541e2be82c7a34940bbac
FILL,v31,1780786273129000000,#1670,Buy,buy,0.909990,172.0000,0.000000,0.000000,0xdda75a7712fe4d9691458d1d3427a131
FILL,v31,1780794531247000000,#1670,Sell,sell,0.919090,12.0000,0.000000,0.256003,0xd173b52690fc425bb411e39028b921e6
FILL,v31,1780794533184000000,#1670,Sell,sell,0.918510,109.0000,0.000000,2.262140,0x818b81cd5c6247d9b397966f801705b2
FILL,v31,1780794534128000000,#1670,Sell,sell,0.918180,12.0000,0.000000,0.245083,0xca35c8c5a1454e148092ee629f738425
FILL,v31,1780794534960000000,#1670,Sell,sell,0.917500,12.0000,0.000000,0.236923,0x76791ecbb9ee4bf582280a685a14197d
FILL,v31,1780794535694000000,#1670,Sell,sell,0.917270,12.0000,0.000000,0.234163,0x189edef1bafa4fb09af3779d2ed9cc2b
FILL,v31,1780794536913000000,#1670,Sell,sell,0.916360,12.0000,0.000000,0.223243,0xa6be6de476634814945536de89cd808a
FILL,v31,1780794538409000000,#1670,Sell,sell,0.915500,17.0000,0.000000,0.301641,0x8d0369965163479cb18315d730385283
FILL,v31,1780794539238000000,#1670,Sell,sell,0.915450,12.0000,0.000000,0.212323,0xea886c32520d4bd08381f4e6bf6e7ffb
FILL,v31,1780794539990000000,#1670,Sell,sell,0.914550,13.0000,0.000000,0.218317,0x2cadc1ef9ccc4c4f81fd2f5578910c08
FILL,v31,1780794540835000000,#1670,Sell,sell,0.913640,13.0000,0.000000,0.206487,0x088ab868f80f4d6eb1e7c8dafda3b487
FILL,v31,1780794542488000000,#1670,Sell,sell,0.912730,13.0000,0.000000,0.194657,0x93f82f7caf434b9181c34a4d1378f072
FILL,v31,1780794543302000000,#1670,Sell,sell,0.911820,13.0000,0.000000,0.182827,0x97a4c279486d4752bde22a259783588c
FILL,v31,1780794544130000000,#1670,Sell,sell,0.911500,32.0000,0.000000,0.439794,0x1a881eddfb274fec8138af7dcd57bb59
FILL,v31,1780794544130000000,#1670,Sell,sell,0.911500,14.0000,0.000000,0.192410,0x1a881eddfb274fec8138af7dcd57bb59
FILL,v31,1780794544130000000,#1670,Sell,sell,0.910910,13.0000,0.000000,0.170997,0x1a881eddfb274fec8138af7dcd57bb59
FILL,v31,1780794545011000000,#1670,Sell,sell,0.910000,13.0000,0.000000,0.159167,0x61bd65e597f640d6abbb3bf383af9ca6
FILL,v31,1780794545887000000,#1670,Sell,sell,0.910510,39.0000,0.000000,0.497390,0xc9396c017ebf468a936d5b577aa80ca1
FILL,v31,1780794545887000000,#1670,Sell,sell,0.909500,12.0000,0.000000,0.140923,0xc9396c017ebf468a936d5b577aa80ca1
FILL,v31,1780794545887000000,#1670,Sell,sell,0.909090,13.0000,0.000000,0.147337,0xc9396c017ebf468a936d5b577aa80ca1
FILL,v31,1780794547692000000,#1670,Sell,sell,0.908180,13.0000,0.000000,0.135507,0x46f2f0d858844891882a2bd5b6d4c60e
FILL,v31,1780794548595000000,#1670,Sell,sell,0.907500,59.0000,0.000000,0.574871,0x7c0796b9005144678accbc35129b95fe
FILL,v31,1780794549513000000,#1670,Sell,sell,0.907500,69.0000,0.000000,0.672307,0x650a8b7a511f42cbb8c5ad6c6a714381
FILL,v31,1780794549513000000,#1670,Sell,sell,0.907270,13.0000,0.000000,0.123677,0x650a8b7a511f42cbb8c5ad6c6a714381
FILL,v31,1780794556031000000,#1670,Sell,sell,0.906360,9.0000,0.000000,0.077432,0xec43e4806f104eecb8a044e7768d443a
FILL,v31,1780798706627000000,#1670,Buy,buy,0.949990,359.0000,0.000000,0.000000,0xe1bc4252ccb04005a98c5936907191b8
FILL,v31,1780798707874000000,#1670,Buy,buy,0.950000,112.0000,0.000000,0.000000,0x5a7ec1da90754b05b1b108443d97bb13
FILL,v31,1780800533110000000,#1640,Buy,buy,0.856500,74.0000,0.000000,0.000000,0x5bdfbe18b52d4768987cd58b2b34f775
FILL,v31,1780800533110000000,#1640,Buy,buy,0.856900,138.0000,0.000000,0.000000,0x5bdfbe18b52d4768987cd58b2b34f775
FILL,v31,1780800533110000000,#1640,Buy,buy,0.857000,369.0000,0.000000,0.000000,0x5bdfbe18b52d4768987cd58b2b34f775
FILL,v31,1780801262407000000,#1640,Sell,sell,0.860000,71.0000,0.000000,0.219208,0x2cb66089ae7144fa9e59e8e240d41d91
FILL,v31,1780801262407000000,#1640,Sell,sell,0.860000,200.0000,0.000000,0.617487,0x2cb66089ae7144fa9e59e8e240d41d91
FILL,v31,1780801305220000000,#1640,Sell,sell,0.852420,50.0000,0.000000,-0.224628,0x767d644608614623a4d4f3320296b206
FILL,v31,1780801306617000000,#1640,Sell,sell,0.852540,50.0000,0.000000,-0.218628,0xceeb33081ee344e4a2f6233d2b2a83a9
FILL,v31,1780801345539000000,#1640,Sell,sell,0.854450,102.0000,0.000000,-0.251182,0x0101d452104a45ecb285e1cacb60642f
FILL,v31,1780801345539000000,#1640,Sell,sell,0.854380,101.0000,0.000000,-0.255789,0x0101d452104a45ecb285e1cacb60642f
FILL,v31,1780801345539000000,#1640,Sell,sell,0.854370,7.0000,0.000000,-0.017798,0x0101d452104a45ecb285e1cacb60642f
FILL,v31,1780801766532000000,#1640,Buy,buy,0.875000,100.0000,0.000000,0.000000,0x8261da551b3e4450a0762082b674a881
FILL,v31,1780801766532000000,#1640,Buy,buy,0.874980,92.0000,0.000000,0.000000,0x8261da551b3e4450a0762082b674a881
FILL,v31,1780801767633000000,#1640,Buy,buy,0.875000,255.0000,0.000000,0.000000,0xe1afe2a8333f4a56bf42cba01229ca6d
FILL,v31,1780801767633000000,#1640,Buy,buy,0.874990,120.0000,0.000000,0.000000,0xe1afe2a8333f4a56bf42cba01229ca6d
FILL,v31,1780802387711000000,#1640,Sell,sell,0.943100,25.0000,0.000000,1.702634,0x44f4ade9ab3942b0897f2bdb2f58003a
FILL,v31,1780802389744000000,#1640,Sell,sell,0.945580,542.0000,0.000000,38.257266,0xa6d4b5a83a29432793b7d705fc6135a0
FILL,v31,1780802393609000000,#1670,Sell,sell,0.710010,98.0000,0.000000,-23.518273,0x26f42c1b76574e47988275a03e4f10da
FILL,v31,1780802394727000000,#1670,Sell,sell,0.710000,20.0000,0.000000,-4.799848,0x1bb0e83bc86d43818e074edc052a44ba
FILL,v31,1780802395876000000,#1670,Sell,sell,0.710010,98.0000,0.000000,-23.518273,0xc010804427a941558deb18089512fdf9
FILL,v31,1780802395876000000,#1670,Sell,sell,0.667770,255.0000,0.000000,-71.966706,0xc010804427a941558deb18089512fdf9
FILL,v31,1780803492522000000,#1640,Buy,buy,0.928480,98.0000,0.000000,0.000000,0x5972f89ff08d43108cf0774ed70176f0
FILL,v31,1780803492522000000,#1640,Buy,buy,0.928500,82.0000,0.000000,0.000000,0x5972f89ff08d43108cf0774ed70176f0
FILL,v31,1780803500602000000,#1640,Buy,buy,0.929750,189.0000,0.000000,0.000000,0x0f6b7e55a0fa492288923c1b2b0775f9
FILL,v31,1780803500602000000,#1640,Buy,buy,0.930000,168.0000,0.000000,0.000000,0x0f6b7e55a0fa492288923c1b2b0775f9
FILL,v31,1780806224513000000,#1670,Buy,buy,0.963600,78.0000,0.000000,0.000000,0x78f36ccbf983447c8dc2a85f82e64093
FILL,v31,1780809483051000000,#1670,Sell,sell,0.656040,14.0000,0.000000,-4.305840,0x3fb954d55883404da880f7feba2b47c4
FILL,v31,1780809484334000000,#1670,Sell,sell,0.643500,16.0000,0.000000,-5.121600,0x238a8028fd9949ba8ef659a1c7fe9095
FILL,v31,1780809485337000000,#1670,Sell,sell,0.624010,21.0000,0.000000,-7.131390,0xa9c2aefd89124cc9b735e5e51960680b
FILL,v31,1780809485337000000,#1670,Sell,sell,0.624000,24.0000,0.000000,-8.150400,0xa9c2aefd89124cc9b735e5e51960680b
FILL,v31,1780809486490000000,#1670,Sell,sell,0.600000,3.0000,0.000000,-1.090800,0x8ef7f2ec2e9c48a5969975a21641da75
FILL,v31,1780809524825000000,#1640,Sell,sell,0.998440,537.0000,0.000000,37.071490,0x219d75d86ed147c1a1e9eda9152c0942
FILL,v31,1780810190542000000,#1670,Buy,buy,0.946750,413.0000,0.000000,0.000000,0x6466724e2dcf4bcaaf71c63bcc0aa3ce
FILL,v31,1780810231488000000,#1670,Sell,sell,0.974680,16.0000,0.000000,0.446880,0x9e78c95833e848479bbe5376340d9d3f
FILL,v31,1780811098319000000,#1670,Sell,sell,0.970000,397.0000,0.000000,9.230250,0x3eb867dfffda4fb1be11f62e804fc5e2
FILL,v31,1780874380326000000,#2200,Buy,buy,0.857290,143.0000,0.000000,0.000000,0xacc35b0f65934c47a3ad408017523571
FILL,v31,1780874386600000000,#2200,Buy,buy,0.859030,142.0000,0.000000,0.000000,0x1c5857a96d1e4737ade52d087089f666
FILL,v31,1780874388085000000,#2200,Buy,buy,0.859340,142.0000,0.000000,0.000000,0x00e2b33cd39d4ff998f82103f55694a5
FILL,v31,1780874391197000000,#2200,Buy,buy,0.859360,142.0000,0.000000,0.000000,0xb6e49a0468f844e7b3567f18f46e8e3f
FILL,v31,1780876301537000000,#2200,Sell,sell,0.921120,502.0000,0.000000,31.308522,0x620d92c4553f413f8162e9e4dd92aefa
FILL,v31,1780876301537000000,#2200,Sell,sell,0.921000,67.0000,0.000000,4.170588,0x620d92c4553f413f8162e9e4dd92aefa
FILL,v31,1780877101104000000,#2200,Buy,buy,0.944610,217.0000,0.000000,0.000000,0xc841e2edd37648be8694624c752fb844
FILL,v31,1780877103327000000,#2200,Buy,buy,0.945520,311.0000,0.000000,0.000000,0xf379f7eae4cf46d69c1c1a6158d3cd1c
FILL,v31,1780879045854000000,#2200,Sell,sell,0.975000,528.0000,0.000000,15.762910,0xe42871a3fe344b1ea0c19a213f60acd1
FILL,v31,1780880733227000000,#2200,Buy,buy,0.962840,323.0000,0.000000,0.000000,0xa58e5fe8054d446d99c3c6232291ee8e
FILL,v31,1780880734099000000,#2200,Buy,buy,0.963990,43.0000,0.000000,0.000000,0x0c0406a141d0401c86517dc05f6db67e
FILL,v31,1780880734099000000,#2200,Buy,buy,0.962830,152.0000,0.000000,0.000000,0x0c0406a141d0401c86517dc05f6db67e
FILL,v31,1780881354078000000,#2200,Sell,sell,0.927320,518.0000,0.000000,-18.447290,0x4ca1236661674088b850ad7b8ae6d485
FILL,v31,1780884556235000000,#2200,Buy,buy,0.956540,144.0000,0.000000,0.000000,0xc2ccff6d557240098ef8eeaee8fb16bf
FILL,v31,1780884577462000000,#2200,Buy,buy,0.956180,326.0000,0.000000,0.000000,0x032e7fa000a942d8a2ad580ae622ef2e
FILL,v31,1780886389444000000,#2200,Sell,sell,0.968510,24.0000,0.000000,0.293273,0x45ace0f613f3433aa23a518abc6ed7b4
FILL,v31,1780886407104000000,#2200,Sell,sell,0.966510,25.0000,0.000000,0.255493,0x22dde362cc9e4bd9a80bcc847cc0feb3
FILL,v31,1780886407104000000,#2200,Sell,sell,0.964510,25.0000,0.000000,0.205493,0x22dde362cc9e4bd9a80bcc847cc0feb3
FILL,v31,1780886407104000000,#2200,Sell,sell,0.961310,124.0000,0.000000,0.622443,0x22dde362cc9e4bd9a80bcc847cc0feb3
FILL,v31,1780886407104000000,#2200,Sell,sell,0.961300,272.0000,0.000000,1.362639,0x22dde362cc9e4bd9a80bcc847cc0feb3
FILL,v31,1780887912603000000,#2200,Buy,buy,0.974100,513.0000,0.000000,0.000000,0x338e19550f6b4b1fa5c11ca2bf95124c
FILL,v31,1780888248872000000,#2200,Sell,sell,0.993090,500.0000,0.000000,9.495000,0x82891a3cb53c4af7ac7706bd19539987
FILL,v31,1780888248872000000,#2200,Sell,sell,0.991930,13.0000,0.000000,0.231790,0x82891a3cb53c4af7ac7706bd19539987
FILL,v31,1780952644254000000,#2250,Buy,buy,0.852900,80.0000,0.000000,0.000000,0x8e4d147e1b044247bfb645bce124c5e6
FILL,v31,1780952644254000000,#2250,Buy,buy,0.853240,139.0000,0.000000,0.000000,0x8e4d147e1b044247bfb645bce124c5e6
FILL,v31,1780952644254000000,#2250,Buy,buy,0.855310,139.0000,0.000000,0.000000,0x8e4d147e1b044247bfb645bce124c5e6
FILL,v31,1780952644254000000,#2250,Buy,buy,0.856000,223.0000,0.000000,0.000000,0x8e4d147e1b044247bfb645bce124c5e6
FILL,v31,1780956577432000000,#2250,Sell,sell,0.809720,129.0000,0.000000,-5.808581,0x3d8b6d671a4941bdbc9b6a017ad160a6
FILL,v31,1780956578296000000,#2250,Sell,sell,0.809160,14.0000,0.000000,-0.638229,0x08119f38b1a34ba7b5d74383ceb8574c
FILL,v31,1780956579252000000,#2250,Sell,sell,0.809000,438.0000,0.000000,-20.037520,0xb450195c765b4241918a2c091a095296
FILL,v31,1780959726003000000,#2250,Buy,buy,0.844650,135.0000,0.000000,0.000000,0x005067a7c7de4097a7eb5e13b0761e19
FILL,v31,1780959726003000000,#2250,Buy,buy,0.847000,443.0000,0.000000,0.000000,0x005067a7c7de4097a7eb5e13b0761e19
FILL,v31,1780960215762000000,#2250,Sell,sell,0.848450,144.0000,0.000000,0.287838,0x74f0895a3ae246d289a8448968af15a1
FILL,v31,1780960217686000000,#2250,Sell,sell,0.847170,142.0000,0.000000,0.102080,0x0ccb2720153340ddb3e350df07d5975d
FILL,v31,1780960219676000000,#2250,Sell,sell,0.847000,16.0000,0.000000,0.008782,0xb682aea5eb914544a4a5233ff1f5d87c
FILL,v31,1780960220776000000,#2250,Sell,sell,0.843250,140.0000,0.000000,-0.448157,0x00b91e5e0fa94971acb0b39400c7692d
FILL,v31,1780960220776000000,#2250,Sell,sell,0.842920,136.0000,0.000000,-0.480233,0x00b91e5e0fa94971acb0b39400c7692d
FILL,v31,1780963485869000000,#2280,Buy,buy,0.900000,100.0000,0.000000,0.000000,0x6a10a89e1bca44c2b71324d99f5d054b
FILL,v31,1780963485869000000,#2280,Buy,buy,0.900000,50.0000,0.000000,0.000000,0x6a10a89e1bca44c2b71324d99f5d054b
FILL,v31,1780963485869000000,#2280,Buy,buy,0.900000,16.0000,0.000000,0.000000,0x6a10a89e1bca44c2b71324d99f5d054b
FILL,v31,1780965994891000000,#2280,Sell,sell,0.850100,57.0000,0.000000,-2.844300,0x91479f6126b642939dc74fcd907cb2f4
FILL,v31,1780965997205000000,#2280,Sell,sell,0.850000,42.0000,0.000000,-2.100000,0x48c43862cdba44fd95f010966f915f58
FILL,v31,1780970589301000000,#2280,Buy,buy,0.954990,456.0000,0.000000,0.000000,0x2b51e55765ce4fdbafa3de473a0b2afe
FILL,v31,1780979888775000000,#2280,Sell,sell,0.970080,206.0000,0.000000,4.559729,0x08a2e3fa8a464bef8e3847c006dcdc72
FILL,v31,1780979888775000000,#2280,Sell,sell,0.970080,317.0000,0.000000,7.016671,0x08a2e3fa8a464bef8e3847c006dcdc72
FILL,v31,1780981697272000000,#2250,Buy,buy,0.939230,368.0000,0.000000,0.000000,0x0f7cdf4632e7439780b8913ccb1d4929
FILL,v31,1780981697272000000,#2250,Buy,buy,0.939210,24.0000,0.000000,0.000000,0x0f7cdf4632e7439780b8913ccb1d4929
FILL,v31,1780981697272000000,#2250,Buy,buy,0.939220,140.0000,0.000000,0.000000,0x0f7cdf4632e7439780b8913ccb1d4929
FILL,v31,1780984805229000000,#2250,Settlement,sell,1.000000,532.0000,0.000000,32.331520,
KLASS,v31,#2220,priceBucket
KLASS,v31,#2221,priceBucket
KLASS,v31,#2230,priceBucket
KLASS,v31,#2231,priceBucket
KLASS,v31,#2240,priceBucket
KLASS,v31,#2241,priceBucket
KLASS,v31,#2200,priceBinary
KLASS,v31,#2201,priceBinary
KLASS,v31,#2270,priceBucket
KLASS,v31,#2271,priceBucket
KLASS,v31,#2280,priceBucket
KLASS,v31,#2281,priceBucket
KLASS,v31,#2290,priceBucket
KLASS,v31,#2291,priceBucket
KLASS,v31,#2250,priceBinary
KLASS,v31,#2251,priceBinary
KLASS,v31,#1590,priceBinary
KLASS,v31,#1591,priceBinary
KLASS,v31,#1640,priceBinary
KLASS,v31,#1641,priceBinary
KLASS,v31,#1610,priceBucket
KLASS,v31,#1611,priceBucket
KLASS,v31,#1620,priceBucket
KLASS,v31,#1621,priceBucket
KLASS,v31,#1630,priceBucket
KLASS,v31,#1631,priceBucket
KLASS,v31,#1660,priceBucket
KLASS,v31,#1661,priceBucket
KLASS,v31,#1670,priceBucket
KLASS,v31,#1671,priceBucket
KLASS,v31,#1680,priceBucket
KLASS,v31,#1681,priceBucket

